contig	window	npos	sum_depth
CP102536.1	0	999	44870
CP102536.1	1000	1000	42151
CP102536.1	2000	1000	43857
CP102536.1	3000	1000	37859
CP102536.1	4000	1000	38277
CP102536.1	5000	1000	37148
CP102536.1	6000	1000	38266
CP102536.1	7000	1000	33967
CP102536.1	8000	1000	35457
CP102536.1	9000	1000	38826
CP102536.1	10000	1000	40620
CP102536.1	11000	1000	38403
CP102536.1	12000	1000	39470
CP102536.1	13000	1000	42904
CP102536.1	14000	1000	38756
CP102536.1	15000	1000	36497
CP102536.1	16000	1000	33937
CP102536.1	17000	1000	33050
CP102536.1	18000	1000	36209
CP102536.1	19000	1000	40516
CP102536.1	20000	1000	32662
CP102536.1	21000	1000	0
CP102536.1	22000	1000	41125
CP102536.1	23000	1000	48878
CP102536.1	24000	1000	60165
CP102536.1	25000	1000	37387
CP102536.1	26000	1000	38904
CP102536.1	27000	1000	42862
CP102536.1	28000	1000	44906
CP102536.1	29000	1000	39436
CP102536.1	30000	1000	33938
CP102536.1	31000	1000	35416
CP102536.1	32000	1000	45266
CP102536.1	33000	1000	51209
CP102536.1	34000	1000	50527
CP102536.1	35000	1000	46976
CP102536.1	36000	1000	50063
CP102536.1	37000	1000	42993
CP102536.1	38000	1000	39502
CP102536.1	39000	1000	37999
CP102536.1	40000	1000	31384
CP102536.1	41000	1000	30174
CP102536.1	42000	1000	32806
CP102536.1	43000	1000	32783
CP102536.1	44000	1000	35581
CP102536.1	45000	1000	22474
CP102536.1	46000	1000	37209
CP102536.1	47000	1000	42164
CP102536.1	48000	1000	41641
CP102536.1	49000	1000	39855
CP102536.1	50000	1000	37699
CP102536.1	51000	1000	36446
CP102536.1	52000	1000	34284
CP102536.1	53000	1000	5725
CP102536.1	54000	1000	8656
CP102536.1	55000	1000	27665
CP102536.1	56000	1000	29281
CP102536.1	57000	1000	35113
CP102536.1	58000	1000	34590
CP102536.1	59000	1000	46526
CP102536.1	60000	1000	41344
CP102536.1	61000	1000	39833
CP102536.1	62000	1000	37155
CP102536.1	63000	1000	37408
CP102536.1	64000	1000	41819
CP102536.1	65000	1000	44555
CP102536.1	66000	1000	37544
CP102536.1	67000	1000	36947
CP102536.1	68000	1000	33257
CP102536.1	69000	1000	34969
CP102536.1	70000	1000	35028
CP102536.1	71000	1000	33419
CP102536.1	72000	1000	33783
CP102536.1	73000	1000	36102
CP102536.1	74000	1000	37407
CP102536.1	75000	1000	37361
CP102536.1	76000	1000	40488
CP102536.1	77000	1000	43139
CP102536.1	78000	1000	43537
CP102536.1	79000	1000	44908
CP102536.1	80000	1000	44630
CP102536.1	81000	1000	40461
CP102536.1	82000	1000	49202
CP102536.1	83000	1000	46356
CP102536.1	84000	1000	46426
CP102536.1	85000	1000	45725
CP102536.1	86000	1000	47020
CP102536.1	87000	1000	46177
CP102536.1	88000	1000	43803
CP102536.1	89000	1000	47036
CP102536.1	90000	1000	47462
CP102536.1	91000	1000	42963
CP102536.1	92000	1000	42200
CP102536.1	93000	1000	42393
CP102536.1	94000	1000	40183
