contig	window	npos	sum_depth
CP102536.1	0	999	30305
CP102536.1	1000	1000	30504
CP102536.1	2000	1000	37974
CP102536.1	3000	1000	45396
CP102536.1	4000	1000	49541
CP102536.1	5000	1000	47907
CP102536.1	6000	1000	45762
CP102536.1	7000	1000	49780
CP102536.1	8000	1000	48677
CP102536.1	9000	1000	45748
CP102536.1	10000	1000	49001
CP102536.1	11000	1000	53156
CP102536.1	12000	1000	49338
CP102536.1	13000	1000	50569
CP102536.1	14000	1000	53590
CP102536.1	15000	1000	51563
CP102536.1	16000	1000	48564
CP102536.1	17000	1000	48245
CP102536.1	18000	1000	53893
CP102536.1	19000	1000	57982
CP102536.1	20000	1000	46685
CP102536.1	21000	1000	937
CP102536.1	22000	1000	48198
CP102536.1	23000	1000	57906
CP102536.1	24000	1000	70794
CP102536.1	25000	1000	37062
CP102536.1	26000	1000	32063
CP102536.1	27000	1000	31162
CP102536.1	28000	1000	34674
CP102536.1	29000	1000	31463
CP102536.1	30000	1000	33697
CP102536.1	31000	1000	32559
CP102536.1	32000	1000	30252
CP102536.1	33000	1000	31511
CP102536.1	34000	1000	36302
CP102536.1	35000	1000	33934
CP102536.1	36000	1000	39214
CP102536.1	37000	1000	38537
CP102536.1	38000	1000	42409
CP102536.1	39000	1000	45371
CP102536.1	40000	1000	45519
CP102536.1	41000	1000	44768
CP102536.1	42000	1000	46179
CP102536.1	43000	1000	43348
CP102536.1	44000	1000	45580
CP102536.1	45000	1000	25827
CP102536.1	46000	1000	40607
CP102536.1	47000	1000	42076
CP102536.1	48000	1000	40103
CP102536.1	49000	1000	36496
CP102536.1	50000	1000	42122
CP102536.1	51000	1000	44770
CP102536.1	52000	1000	43888
CP102536.1	53000	1000	7586
CP102536.1	54000	1000	14965
CP102536.1	55000	1000	42762
CP102536.1	56000	1000	45573
CP102536.1	57000	1000	43687
CP102536.1	58000	1000	41577
CP102536.1	59000	1000	44277
CP102536.1	60000	1000	47881
CP102536.1	61000	1000	65361
CP102536.1	62000	1000	59957
CP102536.1	63000	1000	56060
CP102536.1	64000	1000	54682
CP102536.1	65000	1000	53673
CP102536.1	66000	1000	54106
CP102536.1	67000	1000	54571
CP102536.1	68000	1000	51865
CP102536.1	69000	1000	46448
CP102536.1	70000	1000	48243
CP102536.1	71000	1000	47815
CP102536.1	72000	1000	52607
CP102536.1	73000	1000	46958
CP102536.1	74000	1000	45417
CP102536.1	75000	1000	44712
CP102536.1	76000	1000	42979
CP102536.1	77000	1000	43492
CP102536.1	78000	1000	47485
CP102536.1	79000	1000	46560
CP102536.1	80000	1000	44847
CP102536.1	81000	1000	43408
CP102536.1	82000	1000	45977
CP102536.1	83000	1000	39907
CP102536.1	84000	1000	40947
CP102536.1	85000	1000	46337
CP102536.1	86000	1000	48072
CP102536.1	87000	1000	48701
CP102536.1	88000	1000	51769
CP102536.1	89000	1000	55314
CP102536.1	90000	1000	60646
CP102536.1	91000	1000	55609
CP102536.1	92000	1000	62093
CP102536.1	93000	1000	59171
CP102536.1	94000	1000	57557
CP102536.1	95000	1000	58166
CP102536.1	96000	1000	59232
CP102536.1	97000	1000	58941
CP102536.1	98000	1000	57858
CP102536.1	99000	1000	60752
CP102536.1	100000	1000	59451
CP102536.1	101000	1000	53872
CP102536.1	102000	1000	50200
CP102536.1	103000	1000	48591
CP102536.1	104000	1000	51084
CP102536.1	105000	1000	50690
CP102536.1	106000	1000	49619
CP102536.1	107000	1000	52118
CP102536.1	108000	1000	48589
CP102536.1	109000	1000	46291
CP102536.1	110000	1000	52444
CP102536.1	111000	1000	54141
CP102536.1	112000	1000	52353
CP102536.1	113000	1000	46729
CP102536.1	114000	1000	45412
CP102536.1	115000	1000	41828
CP102536.1	116000	1000	39630
CP102536.1	117000	1000	37100
CP102536.1	118000	1000	36832
CP102536.1	119000	1000	38732
CP102536.1	120000	1000	40472
CP102536.1	121000	1000	38868
CP102536.1	122000	1000	39430
CP102536.1	123000	1000	33034
CP102536.1	124000	1000	37179
CP102536.1	125000	1000	35821
CP102536.1	126000	1000	39713
CP102536.1	127000	1000	44038
CP102536.1	128000	1000	44970
CP102536.1	129000	1000	78327
CP102536.1	130000	1000	66082
CP102536.1	131000	1000	41064
CP102536.1	132000	1000	42650
CP102536.1	133000	1000	46184
CP102536.1	134000	1000	45506
CP102536.1	135000	1000	43610
CP102536.1	136000	1000	46649
CP102536.1	137000	1000	47113
CP102536.1	138000	1000	46875
CP102536.1	139000	1000	52406
