contig	window	npos	sum_depth
CP102536.1	0	999	53791
CP102536.1	1000	1000	55553
CP102536.1	2000	1000	59689
CP102536.1	3000	1000	61508
CP102536.1	4000	1000	62663
CP102536.1	5000	1000	64714
CP102536.1	6000	1000	68129
CP102536.1	7000	1000	67993
CP102536.1	8000	1000	73231
CP102536.1	9000	1000	76491
CP102536.1	10000	1000	75004
CP102536.1	11000	1000	79304
CP102536.1	12000	1000	73410
CP102536.1	13000	1000	67417
CP102536.1	14000	1000	64554
CP102536.1	15000	1000	67342
CP102536.1	16000	1000	72628
CP102536.1	17000	1000	67432
CP102536.1	18000	1000	60713
CP102536.1	19000	1000	59431
CP102536.1	20000	1000	48939
CP102536.1	21000	1000	2814
CP102536.1	22000	1000	62068
CP102536.1	23000	1000	76424
CP102536.1	24000	1000	93886
CP102536.1	25000	1000	61375
CP102536.1	26000	1000	55824
CP102536.1	27000	1000	55250
CP102536.1	28000	1000	52245
CP102536.1	29000	1000	50416
CP102536.1	30000	1000	53218
CP102536.1	31000	1000	48705
CP102536.1	32000	1000	52927
CP102536.1	33000	1000	54835
CP102536.1	34000	1000	50355
CP102536.1	35000	1000	53401
CP102536.1	36000	1000	58314
CP102536.1	37000	1000	68225
CP102536.1	38000	1000	67532
CP102536.1	39000	1000	60666
CP102536.1	40000	1000	62202
CP102536.1	41000	1000	65770
CP102536.1	42000	1000	64533
CP102536.1	43000	1000	63856
CP102536.1	44000	1000	62854
CP102536.1	45000	1000	30844
CP102536.1	46000	1000	46577
CP102536.1	47000	1000	47648
CP102536.1	48000	1000	45920
CP102536.1	49000	1000	48245
CP102536.1	50000	1000	44514
CP102536.1	51000	1000	48888
CP102536.1	52000	1000	53242
CP102536.1	53000	1000	10037
CP102536.1	54000	1000	17845
CP102536.1	55000	1000	49613
CP102536.1	56000	1000	45904
CP102536.1	57000	1000	51891
CP102536.1	58000	1000	51544
CP102536.1	59000	1000	49644
CP102536.1	60000	1000	35344
CP102536.1	61000	1000	42927
CP102536.1	62000	1000	44807
CP102536.1	63000	1000	47630
CP102536.1	64000	1000	47920
CP102536.1	65000	1000	58266
CP102536.1	66000	1000	60621
CP102536.1	67000	1000	51205
CP102536.1	68000	1000	48035
