contig	window	npos	sum_depth
CP102536.1	0	999	49648
CP102536.1	1000	1000	53969
CP102536.1	2000	1000	49322
CP102536.1	3000	1000	49800
CP102536.1	4000	1000	47144
CP102536.1	5000	1000	50836
CP102536.1	6000	1000	47051
CP102536.1	7000	1000	48323
CP102536.1	8000	1000	46126
CP102536.1	9000	1000	42930
CP102536.1	10000	1000	36392
CP102536.1	11000	1000	37492
CP102536.1	12000	1000	39924
CP102536.1	13000	1000	35033
CP102536.1	14000	1000	43255
CP102536.1	15000	1000	51409
CP102536.1	16000	1000	52814
CP102536.1	17000	1000	45915
CP102536.1	18000	1000	44830
CP102536.1	19000	1000	45016
CP102536.1	20000	1000	32198
CP102536.1	21000	1000	1890
CP102536.1	22000	1000	56035
CP102536.1	23000	1000	63835
CP102536.1	24000	1000	73442
CP102536.1	25000	1000	46123
CP102536.1	26000	1000	45630
CP102536.1	27000	1000	50682
CP102536.1	28000	1000	55909
CP102536.1	29000	1000	61258
CP102536.1	30000	1000	55343
CP102536.1	31000	1000	51061
CP102536.1	32000	1000	53739
CP102536.1	33000	1000	56579
CP102536.1	34000	1000	58627
CP102536.1	35000	1000	56085
CP102536.1	36000	1000	58908
CP102536.1	37000	1000	59635
CP102536.1	38000	1000	57907
CP102536.1	39000	1000	59995
CP102536.1	40000	1000	55421
CP102536.1	41000	1000	49098
CP102536.1	42000	1000	46395
CP102536.1	43000	1000	49123
CP102536.1	44000	1000	52277
CP102536.1	45000	1000	27369
CP102536.1	46000	1000	48605
CP102536.1	47000	1000	57760
CP102536.1	48000	1000	62303
CP102536.1	49000	1000	59951
CP102536.1	50000	1000	59311
CP102536.1	51000	1000	58128
CP102536.1	52000	1000	53120
CP102536.1	53000	1000	11276
CP102536.1	54000	1000	18517
CP102536.1	55000	1000	49867
CP102536.1	56000	1000	51716
CP102536.1	57000	1000	51671
CP102536.1	58000	1000	45206
CP102536.1	59000	1000	53212
CP102536.1	60000	1000	43979
CP102536.1	61000	1000	56943
CP102536.1	62000	1000	61342
CP102536.1	63000	1000	64261
CP102536.1	64000	1000	59462
CP102536.1	65000	1000	56711
CP102536.1	66000	1000	54071
CP102536.1	67000	1000	51935
CP102536.1	68000	1000	51768
CP102536.1	69000	1000	48990
CP102536.1	70000	1000	51070
CP102536.1	71000	1000	44798
CP102536.1	72000	1000	46928
CP102536.1	73000	1000	50244
CP102536.1	74000	1000	52481
CP102536.1	75000	1000	51835
CP102536.1	76000	1000	47034
CP102536.1	77000	1000	47496
CP102536.1	78000	1000	42904
CP102536.1	79000	1000	43836
CP102536.1	80000	1000	44830
CP102536.1	81000	1000	38538
CP102536.1	82000	1000	40490
CP102536.1	83000	1000	49374
CP102536.1	84000	1000	53162
CP102536.1	85000	1000	52284
CP102536.1	86000	1000	52082
CP102536.1	87000	1000	54334
CP102536.1	88000	1000	57829
CP102536.1	89000	1000	58591
CP102536.1	90000	1000	60529
CP102536.1	91000	1000	55035
CP102536.1	92000	1000	54655
CP102536.1	93000	1000	58356
CP102536.1	94000	1000	56966
CP102536.1	95000	1000	53092
CP102536.1	96000	1000	50620
CP102536.1	97000	1000	49323
CP102536.1	98000	1000	43372
CP102536.1	99000	1000	42799
CP102536.1	100000	1000	42629
CP102536.1	101000	1000	47686
CP102536.1	102000	1000	48325
CP102536.1	103000	1000	51808
CP102536.1	104000	1000	49873
CP102536.1	105000	1000	54421
CP102536.1	106000	1000	54070
CP102536.1	107000	1000	49823
CP102536.1	108000	1000	51026
CP102536.1	109000	1000	60291
CP102536.1	110000	1000	62961
CP102536.1	111000	1000	63723
CP102536.1	112000	1000	58007
CP102536.1	113000	1000	60403
CP102536.1	114000	1000	51338
CP102536.1	115000	1000	45533
CP102536.1	116000	1000	45868
CP102536.1	117000	1000	49986
CP102536.1	118000	1000	56394
CP102536.1	119000	1000	59414
CP102536.1	120000	1000	57879
CP102536.1	121000	1000	57617
CP102536.1	122000	1000	56925
CP102536.1	123000	1000	50161
CP102536.1	124000	1000	46032
CP102536.1	125000	1000	44270
CP102536.1	126000	1000	45013
CP102536.1	127000	1000	44657
CP102536.1	128000	1000	38362
CP102536.1	129000	1000	72224
CP102536.1	130000	1000	57881
CP102536.1	131000	1000	33369
CP102536.1	132000	1000	32789
CP102536.1	133000	1000	42335
CP102536.1	134000	1000	43829
CP102536.1	135000	1000	44489
CP102536.1	136000	1000	45819
CP102536.1	137000	1000	45807
CP102536.1	138000	1000	40567
CP102536.1	139000	1000	39659
CP102536.1	140000	1000	46415
CP102536.1	141000	1000	48480
CP102536.1	142000	1000	45001
CP102536.1	143000	1000	41380
CP102536.1	144000	1000	47013
CP102536.1	145000	1000	44712
CP102536.1	146000	1000	47149
CP102536.1	147000	1000	47016
CP102536.1	148000	1000	43295
CP102536.1	149000	1000	42291
CP102536.1	150000	1000	51692
CP102536.1	151000	1000	59706
CP102536.1	152000	1000	60749
CP102536.1	153000	1000	67413
CP102536.1	154000	1000	71641
CP102536.1	155000	1000	66695
CP102536.1	156000	1000	59441
CP102536.1	157000	1000	53035
CP102536.1	158000	1000	49143
CP102536.1	159000	1000	44872
CP102536.1	160000	1000	42724
CP102536.1	161000	1000	41492
CP102536.1	162000	1000	45247
CP102536.1	163000	1000	49769
CP102536.1	164000	1000	50760
CP102536.1	165000	1000	43132
CP102536.1	166000	1000	43146
CP102536.1	167000	1000	43125
CP102536.1	168000	1000	44490
CP102536.1	169000	1000	48848
CP102536.1	170000	1000	47040
