contig	window	npos	sum_depth
CP102536.1	0	999	97164
CP102536.1	1000	1000	97332
CP102536.1	2000	1000	97605
CP102536.1	3000	1000	92103
CP102536.1	4000	1000	87356
CP102536.1	5000	1000	82662
CP102536.1	6000	1000	86105
CP102536.1	7000	1000	89502
CP102536.1	8000	1000	95649
CP102536.1	9000	1000	93275
CP102536.1	10000	1000	92321
CP102536.1	11000	1000	92913
CP102536.1	12000	1000	101708
CP102536.1	13000	1000	100023
CP102536.1	14000	1000	97580
CP102536.1	15000	1000	99755
CP102536.1	16000	1000	101159
CP102536.1	17000	1000	102161
CP102536.1	18000	1000	94429
CP102536.1	19000	1000	102552
CP102536.1	20000	1000	88343
CP102536.1	21000	1000	5543
CP102536.1	22000	1000	84693
CP102536.1	23000	1000	101553
CP102536.1	24000	1000	112658
CP102536.1	25000	1000	80073
CP102536.1	26000	1000	86659
CP102536.1	27000	1000	87603
CP102536.1	28000	1000	83783
CP102536.1	29000	1000	83197
CP102536.1	30000	1000	79625
CP102536.1	31000	1000	70434
CP102536.1	32000	1000	68259
CP102536.1	33000	1000	69742
CP102536.1	34000	1000	70786
CP102536.1	35000	1000	77061
CP102536.1	36000	1000	83185
CP102536.1	37000	1000	78568
CP102536.1	38000	1000	84768
CP102536.1	39000	1000	78265
CP102536.1	40000	1000	74955
CP102536.1	41000	1000	76442
CP102536.1	42000	1000	88833
CP102536.1	43000	1000	92993
CP102536.1	44000	1000	94517
CP102536.1	45000	1000	47315
CP102536.1	46000	1000	83642
CP102536.1	47000	1000	96032
CP102536.1	48000	1000	89656
CP102536.1	49000	1000	82506
CP102536.1	50000	1000	83338
CP102536.1	51000	1000	77470
CP102536.1	52000	1000	71972
CP102536.1	53000	1000	12414
CP102536.1	54000	1000	22754
CP102536.1	55000	1000	69279
CP102536.1	56000	1000	76473
CP102536.1	57000	1000	78079
CP102536.1	58000	1000	68623
CP102536.1	59000	1000	76222
CP102536.1	60000	1000	67553
CP102536.1	61000	1000	80620
CP102536.1	62000	1000	74630
CP102536.1	63000	1000	78214
CP102536.1	64000	1000	76629
CP102536.1	65000	1000	70592
CP102536.1	66000	1000	65793
CP102536.1	67000	1000	79212
CP102536.1	68000	1000	81993
CP102536.1	69000	1000	78668
CP102536.1	70000	1000	75982
CP102536.1	71000	1000	76013
CP102536.1	72000	1000	73236
CP102536.1	73000	1000	68073
CP102536.1	74000	1000	68190
CP102536.1	75000	1000	66290
CP102536.1	76000	1000	65171
CP102536.1	77000	1000	67895
CP102536.1	78000	1000	75238
CP102536.1	79000	1000	77345
CP102536.1	80000	1000	73327
CP102536.1	81000	1000	62290
CP102536.1	82000	1000	62871
CP102536.1	83000	1000	71061
CP102536.1	84000	1000	74464
CP102536.1	85000	1000	72661
CP102536.1	86000	1000	65272
CP102536.1	87000	1000	63143
CP102536.1	88000	1000	69204
CP102536.1	89000	1000	67659
CP102536.1	90000	1000	66759
CP102536.1	91000	1000	72943
CP102536.1	92000	1000	80358
CP102536.1	93000	1000	80429
CP102536.1	94000	1000	73236
CP102536.1	95000	1000	68964
CP102536.1	96000	1000	64620
CP102536.1	97000	1000	65436
CP102536.1	98000	1000	65244
CP102536.1	99000	1000	67559
CP102536.1	100000	1000	71230
CP102536.1	101000	1000	81893
CP102536.1	102000	1000	81524
CP102536.1	103000	1000	77783
CP102536.1	104000	1000	74213
CP102536.1	105000	1000	73357
CP102536.1	106000	1000	77572
CP102536.1	107000	1000	74687
CP102536.1	108000	1000	79120
CP102536.1	109000	1000	74570
CP102536.1	110000	1000	68240
CP102536.1	111000	1000	75823
CP102536.1	112000	1000	77156
CP102536.1	113000	1000	84247
CP102536.1	114000	1000	75813
CP102536.1	115000	1000	64794
CP102536.1	116000	1000	63517
CP102536.1	117000	1000	64232
CP102536.1	118000	1000	61215
CP102536.1	119000	1000	59420
CP102536.1	120000	1000	59326
CP102536.1	121000	1000	57056
CP102536.1	122000	1000	59780
CP102536.1	123000	1000	51862
CP102536.1	124000	1000	51838
CP102536.1	125000	1000	54426
CP102536.1	126000	1000	58793
CP102536.1	127000	1000	62617
CP102536.1	128000	1000	61423
CP102536.1	129000	1000	132906
CP102536.1	130000	1000	112641
CP102536.1	131000	1000	60117
CP102536.1	132000	1000	49848
CP102536.1	133000	1000	56963
CP102536.1	134000	1000	63789
CP102536.1	135000	1000	69642
CP102536.1	136000	1000	71718
CP102536.1	137000	1000	71246
CP102536.1	138000	1000	70425
CP102536.1	139000	1000	73106
CP102536.1	140000	1000	72921
CP102536.1	141000	1000	75744
CP102536.1	142000	1000	78799
CP102536.1	143000	1000	79936
CP102536.1	144000	1000	87322
CP102536.1	145000	1000	84894
CP102536.1	146000	1000	81571
CP102536.1	147000	1000	77668
CP102536.1	148000	1000	74435
CP102536.1	149000	1000	72908
CP102536.1	150000	1000	79565
CP102536.1	151000	1000	85485
CP102536.1	152000	1000	82722
CP102536.1	153000	1000	77641
CP102536.1	154000	1000	74274
CP102536.1	155000	1000	73229
CP102536.1	156000	1000	71898
CP102536.1	157000	1000	68565
CP102536.1	158000	1000	64484
CP102536.1	159000	1000	72035
CP102536.1	160000	1000	69135
CP102536.1	161000	1000	73700
CP102536.1	162000	1000	79105
CP102536.1	163000	1000	84209
CP102536.1	164000	1000	75273
CP102536.1	165000	1000	70524
CP102536.1	166000	1000	65665
CP102536.1	167000	1000	78236
CP102536.1	168000	1000	82201
CP102536.1	169000	1000	82337
CP102536.1	170000	1000	74516
CP102536.1	171000	1000	65810
CP102536.1	172000	1000	60939
CP102536.1	173000	1000	60943
CP102536.1	174000	1000	62493
CP102536.1	175000	1000	59988
CP102536.1	176000	1000	66704
CP102536.1	177000	1000	65752
CP102536.1	178000	1000	72671
CP102536.1	179000	1000	75697
CP102536.1	180000	1000	74109
CP102536.1	181000	1000	78011
CP102536.1	182000	1000	76405
CP102536.1	183000	1000	72158
CP102536.1	184000	1000	72452
CP102536.1	185000	1000	66090
CP102536.1	186000	1000	60690
CP102536.1	187000	1000	56498
CP102536.1	188000	1000	59876
CP102536.1	189000	1000	70762
CP102536.1	190000	1000	76386
CP102536.1	191000	1000	69093
CP102536.1	192000	1000	70522
CP102536.1	193000	1000	76629
CP102536.1	194000	1000	78401
CP102536.1	195000	1000	77205
CP102536.1	196000	1000	77307
CP102536.1	197000	1000	69143
CP102536.1	198000	1000	61615
CP102536.1	199000	1000	66398
CP102536.1	200000	1000	69568
CP102536.1	201000	1000	72237
CP102536.1	202000	1000	73126
CP102536.1	203000	1000	73253
CP102536.1	204000	1000	76623
CP102536.1	205000	1000	74562
CP102536.1	206000	1000	69525
CP102536.1	207000	1000	61070
CP102536.1	208000	1000	57914
CP102536.1	209000	1000	57714
CP102536.1	210000	1000	65332
CP102536.1	211000	1000	65774
CP102536.1	212000	1000	65010
CP102536.1	213000	1000	61759
CP102536.1	214000	1000	57625
CP102536.1	215000	1000	59582
CP102536.1	216000	1000	58324
CP102536.1	217000	1000	56342
CP102536.1	218000	1000	57437
CP102536.1	219000	1000	58693
CP102536.1	220000	1000	62914
CP102536.1	221000	1000	62065
CP102536.1	222000	1000	60969
CP102536.1	223000	1000	60279
CP102536.1	224000	1000	67018
CP102536.1	225000	1000	72644
CP102536.1	226000	1000	66077
CP102536.1	227000	1000	65941
CP102536.1	228000	1000	59230
CP102536.1	229000	1000	65737
CP102536.1	230000	1000	70074
CP102536.1	231000	1000	76437
CP102536.1	232000	1000	58976
CP102536.1	233000	1000	0
CP102536.1	234000	1000	0
CP102536.1	235000	1000	0
CP102536.1	236000	1000	0
CP102536.1	237000	1000	0
CP102536.1	238000	1000	0
CP102536.1	239000	1000	0
CP102536.1	240000	1000	0
CP102536.1	241000	1000	0
CP102536.1	242000	1000	0
CP102536.1	243000	1000	0
CP102536.1	244000	1000	0
CP102536.1	245000	1000	0
CP102536.1	246000	1000	0
CP102536.1	247000	1000	0
CP102536.1	248000	1000	0
CP102536.1	249000	1000	0
CP102536.1	250000	1000	0
CP102536.1	251000	1000	0
CP102536.1	252000	1000	0
CP102536.1	253000	1000	90050
CP102536.1	254000	1000	106360
CP102536.1	255000	1000	0
CP102536.1	256000	1000	0
CP102536.1	257000	1000	0
CP102536.1	258000	1000	0
CP102536.1	259000	1000	0
CP102536.1	260000	1000	0
CP102536.1	261000	1000	0
CP102536.1	262000	1000	0
CP102536.1	263000	1000	1143
CP102536.1	264000	1000	75379
CP102536.1	265000	1000	75934
CP102536.1	266000	1000	77940
CP102536.1	267000	1000	80204
CP102536.1	268000	1000	83418
CP102536.1	269000	1000	74367
