contig	window	npos	sum_depth
CP102536.1	0	999	36346
CP102536.1	1000	1000	34851
CP102536.1	2000	1000	34294
CP102536.1	3000	1000	36507
CP102536.1	4000	1000	43195
CP102536.1	5000	1000	42300
CP102536.1	6000	1000	37878
CP102536.1	7000	1000	38328
CP102536.1	8000	1000	36752
CP102536.1	9000	1000	40347
CP102536.1	10000	1000	41635
CP102536.1	11000	1000	32691
CP102536.1	12000	1000	32030
CP102536.1	13000	1000	37711
CP102536.1	14000	1000	42332
CP102536.1	15000	1000	39537
CP102536.1	16000	1000	35806
CP102536.1	17000	1000	34746
CP102536.1	18000	1000	35823
CP102536.1	19000	1000	40875
CP102536.1	20000	1000	31817
CP102536.1	21000	1000	926
CP102536.1	22000	1000	31705
CP102536.1	23000	1000	35034
CP102536.1	24000	1000	49972
CP102536.1	25000	1000	32514
CP102536.1	26000	1000	32369
CP102536.1	27000	1000	28908
CP102536.1	28000	1000	30780
CP102536.1	29000	1000	33114
CP102536.1	30000	1000	35853
CP102536.1	31000	1000	37971
CP102536.1	32000	1000	37598
CP102536.1	33000	1000	33854
CP102536.1	34000	1000	32893
CP102536.1	35000	1000	35276
CP102536.1	36000	1000	34873
CP102536.1	37000	1000	32247
CP102536.1	38000	1000	37790
CP102536.1	39000	1000	41635
CP102536.1	40000	1000	41899
CP102536.1	41000	1000	43542
CP102536.1	42000	1000	51068
CP102536.1	43000	1000	48402
CP102536.1	44000	1000	46022
CP102536.1	45000	1000	25996
CP102536.1	46000	1000	41734
CP102536.1	47000	1000	52895
CP102536.1	48000	1000	55437
CP102536.1	49000	1000	56576
CP102536.1	50000	1000	58977
CP102536.1	51000	1000	57439
CP102536.1	52000	1000	51277
CP102536.1	53000	1000	10137
CP102536.1	54000	1000	17772
CP102536.1	55000	1000	51229
CP102536.1	56000	1000	51205
CP102536.1	57000	1000	44792
CP102536.1	58000	1000	36497
CP102536.1	59000	1000	38918
CP102536.1	60000	1000	33692
CP102536.1	61000	1000	42677
CP102536.1	62000	1000	39642
CP102536.1	63000	1000	42562
CP102536.1	64000	1000	41431
CP102536.1	65000	1000	39116
CP102536.1	66000	1000	35840
CP102536.1	67000	1000	39945
CP102536.1	68000	1000	41271
CP102536.1	69000	1000	43613
CP102536.1	70000	1000	41035
CP102536.1	71000	1000	40303
CP102536.1	72000	1000	40636
CP102536.1	73000	1000	40174
CP102536.1	74000	1000	34440
CP102536.1	75000	1000	34645
CP102536.1	76000	1000	39758
CP102536.1	77000	1000	38124
CP102536.1	78000	1000	35974
CP102536.1	79000	1000	38591
CP102536.1	80000	1000	38650
CP102536.1	81000	1000	38453
CP102536.1	82000	1000	41893
CP102536.1	83000	1000	42136
CP102536.1	84000	1000	44006
CP102536.1	85000	1000	42434
CP102536.1	86000	1000	42075
CP102536.1	87000	1000	46084
CP102536.1	88000	1000	49719
CP102536.1	89000	1000	50348
CP102536.1	90000	1000	52258
CP102536.1	91000	1000	50496
CP102536.1	92000	1000	45376
CP102536.1	93000	1000	42370
CP102536.1	94000	1000	40451
CP102536.1	95000	1000	37726
CP102536.1	96000	1000	43016
CP102536.1	97000	1000	44098
CP102536.1	98000	1000	39552
CP102536.1	99000	1000	41381
CP102536.1	100000	1000	40966
CP102536.1	101000	1000	43855
CP102536.1	102000	1000	48487
CP102536.1	103000	1000	49305
CP102536.1	104000	1000	47029
CP102536.1	105000	1000	48395
CP102536.1	106000	1000	44368
CP102536.1	107000	1000	36457
CP102536.1	108000	1000	30928
CP102536.1	109000	1000	31031
CP102536.1	110000	1000	36433
CP102536.1	111000	1000	39907
CP102536.1	112000	1000	38197
CP102536.1	113000	1000	34923
CP102536.1	114000	1000	36439
CP102536.1	115000	1000	41640
CP102536.1	116000	1000	40016
CP102536.1	117000	1000	44231
CP102536.1	118000	1000	52577
CP102536.1	119000	1000	53676
CP102536.1	120000	1000	52361
CP102536.1	121000	1000	50737
CP102536.1	122000	1000	51911
CP102536.1	123000	1000	46728
CP102536.1	124000	1000	44659
CP102536.1	125000	1000	44306
CP102536.1	126000	1000	44560
CP102536.1	127000	1000	44532
CP102536.1	128000	1000	45545
CP102536.1	129000	1000	75454
CP102536.1	130000	1000	65692
