contig	window	npos	sum_depth
CP102536.1	0	999	60863
CP102536.1	1000	1000	69669
CP102536.1	2000	1000	71617
CP102536.1	3000	1000	71930
CP102536.1	4000	1000	76353
CP102536.1	5000	1000	71330
CP102536.1	6000	1000	66839
CP102536.1	7000	1000	73005
CP102536.1	8000	1000	71147
CP102536.1	9000	1000	67660
CP102536.1	10000	1000	66652
CP102536.1	11000	1000	65581
CP102536.1	12000	1000	60928
CP102536.1	13000	1000	58843
CP102536.1	14000	1000	58940
CP102536.1	15000	1000	54104
CP102536.1	16000	1000	53248
CP102536.1	17000	1000	51111
CP102536.1	18000	1000	50166
CP102536.1	19000	1000	52102
CP102536.1	20000	1000	43519
CP102536.1	21000	1000	934
CP102536.1	22000	1000	46976
CP102536.1	23000	1000	55748
CP102536.1	24000	1000	67366
CP102536.1	25000	1000	43067
CP102536.1	26000	1000	41806
CP102536.1	27000	1000	42508
CP102536.1	28000	1000	44777
CP102536.1	29000	1000	43027
CP102536.1	30000	1000	39735
CP102536.1	31000	1000	40437
CP102536.1	32000	1000	50689
CP102536.1	33000	1000	54695
CP102536.1	34000	1000	51987
CP102536.1	35000	1000	53779
CP102536.1	36000	1000	56268
CP102536.1	37000	1000	56380
CP102536.1	38000	1000	51700
CP102536.1	39000	1000	47743
CP102536.1	40000	1000	54411
CP102536.1	41000	1000	57086
CP102536.1	42000	1000	58574
CP102536.1	43000	1000	60321
CP102536.1	44000	1000	56234
CP102536.1	45000	1000	30625
CP102536.1	46000	1000	53274
CP102536.1	47000	1000	52112
CP102536.1	48000	1000	49619
CP102536.1	49000	1000	47759
CP102536.1	50000	1000	42706
CP102536.1	51000	1000	46638
CP102536.1	52000	1000	50859
CP102536.1	53000	1000	10335
CP102536.1	54000	1000	17047
CP102536.1	55000	1000	56385
CP102536.1	56000	1000	57424
CP102536.1	57000	1000	55584
CP102536.1	58000	1000	53281
CP102536.1	59000	1000	57644
CP102536.1	60000	1000	50820
CP102536.1	61000	1000	53380
CP102536.1	62000	1000	48239
CP102536.1	63000	1000	55187
CP102536.1	64000	1000	53436
CP102536.1	65000	1000	52006
CP102536.1	66000	1000	51177
CP102536.1	67000	1000	47950
CP102536.1	68000	1000	48441
CP102536.1	69000	1000	46039
CP102536.1	70000	1000	43592
