contig	window	npos	sum_depth
CP102536.1	0	999	44798
CP102536.1	1000	1000	49861
CP102536.1	2000	1000	51326
CP102536.1	3000	1000	49869
CP102536.1	4000	1000	48848
CP102536.1	5000	1000	45862
CP102536.1	6000	1000	44157
CP102536.1	7000	1000	44552
CP102536.1	8000	1000	43999
CP102536.1	9000	1000	43011
CP102536.1	10000	1000	42090
CP102536.1	11000	1000	40558
CP102536.1	12000	1000	38320
CP102536.1	13000	1000	38625
CP102536.1	14000	1000	45483
CP102536.1	15000	1000	44633
CP102536.1	16000	1000	46063
CP102536.1	17000	1000	47489
CP102536.1	18000	1000	57576
CP102536.1	19000	1000	58332
CP102536.1	20000	1000	46414
CP102536.1	21000	1000	1891
CP102536.1	22000	1000	43656
CP102536.1	23000	1000	50903
CP102536.1	24000	1000	69221
CP102536.1	25000	1000	47465
CP102536.1	26000	1000	47699
CP102536.1	27000	1000	49419
CP102536.1	28000	1000	51446
CP102536.1	29000	1000	60410
CP102536.1	30000	1000	68675
CP102536.1	31000	1000	67792
CP102536.1	32000	1000	61917
CP102536.1	33000	1000	58834
CP102536.1	34000	1000	55122
CP102536.1	35000	1000	56132
CP102536.1	36000	1000	50625
CP102536.1	37000	1000	49411
CP102536.1	38000	1000	50736
CP102536.1	39000	1000	49266
CP102536.1	40000	1000	44529
CP102536.1	41000	1000	47105
CP102536.1	42000	1000	52403
CP102536.1	43000	1000	53038
CP102536.1	44000	1000	46398
CP102536.1	45000	1000	24236
CP102536.1	46000	1000	43926
CP102536.1	47000	1000	46421
CP102536.1	48000	1000	41482
CP102536.1	49000	1000	40677
CP102536.1	50000	1000	42182
CP102536.1	51000	1000	41871
CP102536.1	52000	1000	38061
CP102536.1	53000	1000	7220
CP102536.1	54000	1000	13145
CP102536.1	55000	1000	40610
CP102536.1	56000	1000	45737
CP102536.1	57000	1000	50304
CP102536.1	58000	1000	51749
CP102536.1	59000	1000	53739
CP102536.1	60000	1000	45963
CP102536.1	61000	1000	42618
CP102536.1	62000	1000	44809
CP102536.1	63000	1000	41934
CP102536.1	64000	1000	40590
CP102536.1	65000	1000	41645
CP102536.1	66000	1000	42361
CP102536.1	67000	1000	43606
CP102536.1	68000	1000	42731
CP102536.1	69000	1000	43181
CP102536.1	70000	1000	44342
CP102536.1	71000	1000	41799
CP102536.1	72000	1000	43416
CP102536.1	73000	1000	46199
CP102536.1	74000	1000	47248
CP102536.1	75000	1000	46468
CP102536.1	76000	1000	45522
CP102536.1	77000	1000	42957
CP102536.1	78000	1000	43285
CP102536.1	79000	1000	43542
CP102536.1	80000	1000	39832
CP102536.1	81000	1000	40525
CP102536.1	82000	1000	48495
CP102536.1	83000	1000	50809
CP102536.1	84000	1000	46612
CP102536.1	85000	1000	51108
CP102536.1	86000	1000	52550
CP102536.1	87000	1000	51187
CP102536.1	88000	1000	53275
CP102536.1	89000	1000	52551
CP102536.1	90000	1000	50434
CP102536.1	91000	1000	47844
CP102536.1	92000	1000	46741
CP102536.1	93000	1000	46073
CP102536.1	94000	1000	48099
CP102536.1	95000	1000	54776
CP102536.1	96000	1000	56536
CP102536.1	97000	1000	52396
CP102536.1	98000	1000	45916
CP102536.1	99000	1000	40545
CP102536.1	100000	1000	41798
CP102536.1	101000	1000	45061
CP102536.1	102000	1000	48479
CP102536.1	103000	1000	52450
CP102536.1	104000	1000	53366
CP102536.1	105000	1000	56511
CP102536.1	106000	1000	55146
CP102536.1	107000	1000	56744
CP102536.1	108000	1000	56653
CP102536.1	109000	1000	53415
CP102536.1	110000	1000	45247
CP102536.1	111000	1000	39832
CP102536.1	112000	1000	38513
CP102536.1	113000	1000	37398
CP102536.1	114000	1000	35290
CP102536.1	115000	1000	33526
CP102536.1	116000	1000	39868
CP102536.1	117000	1000	45887
CP102536.1	118000	1000	39385
CP102536.1	119000	1000	36390
CP102536.1	120000	1000	36182
CP102536.1	121000	1000	33051
CP102536.1	122000	1000	38727
CP102536.1	123000	1000	37318
CP102536.1	124000	1000	41772
CP102536.1	125000	1000	43180
CP102536.1	126000	1000	51461
CP102536.1	127000	1000	48873
CP102536.1	128000	1000	45978
CP102536.1	129000	1000	71516
CP102536.1	130000	1000	60023
CP102536.1	131000	1000	38596
CP102536.1	132000	1000	31147
CP102536.1	133000	1000	36573
CP102536.1	134000	1000	33868
CP102536.1	135000	1000	31585
CP102536.1	136000	1000	34907
CP102536.1	137000	1000	31990
CP102536.1	138000	1000	33966
