contig	window	npos	sum_depth
CP102536.1	0	999	94617
CP102536.1	1000	1000	92606
CP102536.1	2000	1000	90285
CP102536.1	3000	1000	83223
CP102536.1	4000	1000	92628
CP102536.1	5000	1000	98058
CP102536.1	6000	1000	102695
CP102536.1	7000	1000	99535
CP102536.1	8000	1000	96920
CP102536.1	9000	1000	92429
CP102536.1	10000	1000	89533
CP102536.1	11000	1000	82886
CP102536.1	12000	1000	88729
CP102536.1	13000	1000	91008
CP102536.1	14000	1000	92995
CP102536.1	15000	1000	96773
CP102536.1	16000	1000	105851
CP102536.1	17000	1000	106593
CP102536.1	18000	1000	96798
CP102536.1	19000	1000	97710
CP102536.1	20000	1000	80328
CP102536.1	21000	1000	0
CP102536.1	22000	1000	69066
CP102536.1	23000	1000	87674
CP102536.1	24000	1000	132139
CP102536.1	25000	1000	88132
CP102536.1	26000	1000	92711
CP102536.1	27000	1000	95126
CP102536.1	28000	1000	90175
CP102536.1	29000	1000	93379
CP102536.1	30000	1000	90090
CP102536.1	31000	1000	92432
CP102536.1	32000	1000	96425
CP102536.1	33000	1000	97088
CP102536.1	34000	1000	97649
CP102536.1	35000	1000	87920
CP102536.1	36000	1000	89319
CP102536.1	37000	1000	86814
CP102536.1	38000	1000	87084
CP102536.1	39000	1000	92916
CP102536.1	40000	1000	101199
CP102536.1	41000	1000	94022
CP102536.1	42000	1000	86865
CP102536.1	43000	1000	95571
CP102536.1	44000	1000	87244
CP102536.1	45000	1000	49938
CP102536.1	46000	1000	82619
CP102536.1	47000	1000	88720
CP102536.1	48000	1000	98185
CP102536.1	49000	1000	96638
CP102536.1	50000	1000	101358
CP102536.1	51000	1000	108802
CP102536.1	52000	1000	110205
CP102536.1	53000	1000	19545
CP102536.1	54000	1000	35305
CP102536.1	55000	1000	111937
CP102536.1	56000	1000	111270
CP102536.1	57000	1000	102563
CP102536.1	58000	1000	79888
CP102536.1	59000	1000	79917
CP102536.1	60000	1000	66897
CP102536.1	61000	1000	88303
CP102536.1	62000	1000	89043
CP102536.1	63000	1000	78733
CP102536.1	64000	1000	77423
CP102536.1	65000	1000	78077
CP102536.1	66000	1000	77967
CP102536.1	67000	1000	85393
CP102536.1	68000	1000	88435
CP102536.1	69000	1000	94842
CP102536.1	70000	1000	93888
CP102536.1	71000	1000	91609
CP102536.1	72000	1000	84244
CP102536.1	73000	1000	87235
CP102536.1	74000	1000	79400
CP102536.1	75000	1000	68760
CP102536.1	76000	1000	63999
CP102536.1	77000	1000	69000
CP102536.1	78000	1000	76767
CP102536.1	79000	1000	79210
CP102536.1	80000	1000	77237
CP102536.1	81000	1000	69904
CP102536.1	82000	1000	79253
CP102536.1	83000	1000	73010
CP102536.1	84000	1000	81072
CP102536.1	85000	1000	90368
CP102536.1	86000	1000	88896
CP102536.1	87000	1000	85498
CP102536.1	88000	1000	83782
CP102536.1	89000	1000	84496
CP102536.1	90000	1000	79241
CP102536.1	91000	1000	73869
CP102536.1	92000	1000	76637
CP102536.1	93000	1000	83215
CP102536.1	94000	1000	81105
CP102536.1	95000	1000	82562
CP102536.1	96000	1000	89639
CP102536.1	97000	1000	94705
CP102536.1	98000	1000	97111
CP102536.1	99000	1000	101988
CP102536.1	100000	1000	105911
CP102536.1	101000	1000	99743
CP102536.1	102000	1000	91867
CP102536.1	103000	1000	87442
CP102536.1	104000	1000	85493
CP102536.1	105000	1000	87171
CP102536.1	106000	1000	85543
CP102536.1	107000	1000	86428
CP102536.1	108000	1000	86521
CP102536.1	109000	1000	85820
CP102536.1	110000	1000	80903
CP102536.1	111000	1000	82504
CP102536.1	112000	1000	75679
CP102536.1	113000	1000	83714
CP102536.1	114000	1000	81735
CP102536.1	115000	1000	70303
CP102536.1	116000	1000	73970
CP102536.1	117000	1000	72406
CP102536.1	118000	1000	67389
CP102536.1	119000	1000	73713
CP102536.1	120000	1000	77201
CP102536.1	121000	1000	78504
CP102536.1	122000	1000	87423
CP102536.1	123000	1000	78388
CP102536.1	124000	1000	79540
CP102536.1	125000	1000	82451
CP102536.1	126000	1000	87911
CP102536.1	127000	1000	83177
CP102536.1	128000	1000	75584
CP102536.1	129000	1000	138571
CP102536.1	130000	1000	113563
CP102536.1	131000	1000	83533
CP102536.1	132000	1000	77674
CP102536.1	133000	1000	86700
CP102536.1	134000	1000	94761
CP102536.1	135000	1000	97960
CP102536.1	136000	1000	98823
CP102536.1	137000	1000	94324
CP102536.1	138000	1000	94565
