contig	window	npos	sum_depth
CP102536.1	0	999	60782
CP102536.1	1000	1000	69121
CP102536.1	2000	1000	72133
CP102536.1	3000	1000	66583
CP102536.1	4000	1000	71260
CP102536.1	5000	1000	70862
CP102536.1	6000	1000	68237
CP102536.1	7000	1000	66274
CP102536.1	8000	1000	65149
CP102536.1	9000	1000	63504
CP102536.1	10000	1000	60513
CP102536.1	11000	1000	59114
CP102536.1	12000	1000	56139
CP102536.1	13000	1000	57171
CP102536.1	14000	1000	58535
CP102536.1	15000	1000	59771
CP102536.1	16000	1000	58023
CP102536.1	17000	1000	60199
CP102536.1	18000	1000	61735
CP102536.1	19000	1000	60046
CP102536.1	20000	1000	44578
CP102536.1	21000	1000	944
CP102536.1	22000	1000	46644
CP102536.1	23000	1000	55166
CP102536.1	24000	1000	73804
CP102536.1	25000	1000	50338
CP102536.1	26000	1000	46089
CP102536.1	27000	1000	43197
CP102536.1	28000	1000	39880
CP102536.1	29000	1000	41299
CP102536.1	30000	1000	46311
CP102536.1	31000	1000	42762
CP102536.1	32000	1000	38850
CP102536.1	33000	1000	36149
CP102536.1	34000	1000	37167
CP102536.1	35000	1000	39868
CP102536.1	36000	1000	45661
CP102536.1	37000	1000	52153
CP102536.1	38000	1000	52681
CP102536.1	39000	1000	44293
CP102536.1	40000	1000	40506
CP102536.1	41000	1000	41101
CP102536.1	42000	1000	47459
CP102536.1	43000	1000	47440
CP102536.1	44000	1000	45516
CP102536.1	45000	1000	26242
CP102536.1	46000	1000	47644
CP102536.1	47000	1000	52479
CP102536.1	48000	1000	45425
CP102536.1	49000	1000	44357
CP102536.1	50000	1000	52044
CP102536.1	51000	1000	55765
CP102536.1	52000	1000	49786
CP102536.1	53000	1000	8929
CP102536.1	54000	1000	15838
CP102536.1	55000	1000	49330
CP102536.1	56000	1000	45418
CP102536.1	57000	1000	43664
CP102536.1	58000	1000	41776
CP102536.1	59000	1000	43337
CP102536.1	60000	1000	37019
CP102536.1	61000	1000	40261
CP102536.1	62000	1000	40229
CP102536.1	63000	1000	38863
CP102536.1	64000	1000	35850
CP102536.1	65000	1000	38003
