contig	window	npos	sum_depth
CP102536.1	0	999	81597
CP102536.1	1000	1000	82035
CP102536.1	2000	1000	86748
CP102536.1	3000	1000	86756
CP102536.1	4000	1000	85811
CP102536.1	5000	1000	82503
CP102536.1	6000	1000	73331
CP102536.1	7000	1000	65800
CP102536.1	8000	1000	61413
CP102536.1	9000	1000	61817
CP102536.1	10000	1000	65594
CP102536.1	11000	1000	69011
CP102536.1	12000	1000	67491
CP102536.1	13000	1000	64196
CP102536.1	14000	1000	61479
CP102536.1	15000	1000	64257
CP102536.1	16000	1000	68713
CP102536.1	17000	1000	74732
CP102536.1	18000	1000	77163
CP102536.1	19000	1000	76950
CP102536.1	20000	1000	67069
CP102536.1	21000	1000	944
CP102536.1	22000	1000	54496
CP102536.1	23000	1000	70858
CP102536.1	24000	1000	109291
CP102536.1	25000	1000	74276
CP102536.1	26000	1000	74147
CP102536.1	27000	1000	75554
CP102536.1	28000	1000	78208
CP102536.1	29000	1000	73643
CP102536.1	30000	1000	68699
CP102536.1	31000	1000	63034
CP102536.1	32000	1000	71218
CP102536.1	33000	1000	82833
CP102536.1	34000	1000	83686
CP102536.1	35000	1000	76599
CP102536.1	36000	1000	77316
CP102536.1	37000	1000	82818
CP102536.1	38000	1000	83765
CP102536.1	39000	1000	73675
CP102536.1	40000	1000	69084
CP102536.1	41000	1000	72550
CP102536.1	42000	1000	72969
CP102536.1	43000	1000	77120
CP102536.1	44000	1000	78426
CP102536.1	45000	1000	42052
CP102536.1	46000	1000	76428
CP102536.1	47000	1000	71647
CP102536.1	48000	1000	72008
CP102536.1	49000	1000	78812
CP102536.1	50000	1000	70710
CP102536.1	51000	1000	68282
CP102536.1	52000	1000	67179
CP102536.1	53000	1000	11251
CP102536.1	54000	1000	23666
CP102536.1	55000	1000	68494
CP102536.1	56000	1000	67185
CP102536.1	57000	1000	74021
CP102536.1	58000	1000	69051
CP102536.1	59000	1000	76040
CP102536.1	60000	1000	63813
CP102536.1	61000	1000	69089
CP102536.1	62000	1000	69710
CP102536.1	63000	1000	69192
CP102536.1	64000	1000	67521
CP102536.1	65000	1000	64905
CP102536.1	66000	1000	63979
CP102536.1	67000	1000	65707
CP102536.1	68000	1000	69480
CP102536.1	69000	1000	64915
CP102536.1	70000	1000	64792
CP102536.1	71000	1000	61365
CP102536.1	72000	1000	61530
CP102536.1	73000	1000	59894
CP102536.1	74000	1000	62104
CP102536.1	75000	1000	63534
CP102536.1	76000	1000	62473
