contig	window	npos	sum_depth
CP102536.1	0	999	65472
CP102536.1	1000	1000	64725
CP102536.1	2000	1000	60488
CP102536.1	3000	1000	64347
CP102536.1	4000	1000	71415
CP102536.1	5000	1000	69795
CP102536.1	6000	1000	62703
CP102536.1	7000	1000	66927
CP102536.1	8000	1000	62939
CP102536.1	9000	1000	61664
CP102536.1	10000	1000	65485
CP102536.1	11000	1000	69445
CP102536.1	12000	1000	81085
CP102536.1	13000	1000	86040
CP102536.1	14000	1000	90804
CP102536.1	15000	1000	84065
CP102536.1	16000	1000	77114
CP102536.1	17000	1000	70086
CP102536.1	18000	1000	64768
CP102536.1	19000	1000	62014
CP102536.1	20000	1000	48396
CP102536.1	21000	1000	2810
CP102536.1	22000	1000	61328
CP102536.1	23000	1000	73698
CP102536.1	24000	1000	100762
CP102536.1	25000	1000	68248
CP102536.1	26000	1000	70004
CP102536.1	27000	1000	71463
CP102536.1	28000	1000	62057
CP102536.1	29000	1000	57745
CP102536.1	30000	1000	60008
CP102536.1	31000	1000	61163
CP102536.1	32000	1000	59910
CP102536.1	33000	1000	62733
CP102536.1	34000	1000	62404
CP102536.1	35000	1000	68343
CP102536.1	36000	1000	69928
CP102536.1	37000	1000	60951
CP102536.1	38000	1000	62391
CP102536.1	39000	1000	59009
CP102536.1	40000	1000	56590
CP102536.1	41000	1000	63307
CP102536.1	42000	1000	73608
CP102536.1	43000	1000	73664
CP102536.1	44000	1000	72048
CP102536.1	45000	1000	37879
CP102536.1	46000	1000	62169
CP102536.1	47000	1000	66095
CP102536.1	48000	1000	70501
CP102536.1	49000	1000	72328
CP102536.1	50000	1000	70992
CP102536.1	51000	1000	79205
CP102536.1	52000	1000	78845
CP102536.1	53000	1000	14221
CP102536.1	54000	1000	27749
CP102536.1	55000	1000	82927
CP102536.1	56000	1000	81376
CP102536.1	57000	1000	74426
CP102536.1	58000	1000	64255
CP102536.1	59000	1000	67601
CP102536.1	60000	1000	58378
CP102536.1	61000	1000	66329
CP102536.1	62000	1000	65160
CP102536.1	63000	1000	57301
CP102536.1	64000	1000	56186
