contig	window	npos	sum_depth
CP102536.1	0	999	57277
CP102536.1	1000	1000	52890
CP102536.1	2000	1000	54608
CP102536.1	3000	1000	50268
CP102536.1	4000	1000	45660
CP102536.1	5000	1000	47594
CP102536.1	6000	1000	49180
CP102536.1	7000	1000	52626
CP102536.1	8000	1000	53167
CP102536.1	9000	1000	53029
CP102536.1	10000	1000	56394
CP102536.1	11000	1000	52746
CP102536.1	12000	1000	54376
CP102536.1	13000	1000	50778
CP102536.1	14000	1000	46913
CP102536.1	15000	1000	50627
CP102536.1	16000	1000	54659
CP102536.1	17000	1000	57060
CP102536.1	18000	1000	61774
CP102536.1	19000	1000	63066
CP102536.1	20000	1000	51227
CP102536.1	21000	1000	943
CP102536.1	22000	1000	59171
CP102536.1	23000	1000	72518
CP102536.1	24000	1000	88963
CP102536.1	25000	1000	60405
CP102536.1	26000	1000	64746
CP102536.1	27000	1000	63567
CP102536.1	28000	1000	63739
CP102536.1	29000	1000	64661
CP102536.1	30000	1000	72070
CP102536.1	31000	1000	67107
CP102536.1	32000	1000	62583
CP102536.1	33000	1000	63376
CP102536.1	34000	1000	59515
CP102536.1	35000	1000	57989
CP102536.1	36000	1000	59068
CP102536.1	37000	1000	59084
CP102536.1	38000	1000	61067
CP102536.1	39000	1000	60049
CP102536.1	40000	1000	55865
CP102536.1	41000	1000	61843
CP102536.1	42000	1000	62788
CP102536.1	43000	1000	63410
CP102536.1	44000	1000	60772
CP102536.1	45000	1000	34722
CP102536.1	46000	1000	62151
CP102536.1	47000	1000	68733
CP102536.1	48000	1000	69763
CP102536.1	49000	1000	59809
CP102536.1	50000	1000	53411
CP102536.1	51000	1000	49296
CP102536.1	52000	1000	45190
CP102536.1	53000	1000	8495
CP102536.1	54000	1000	15158
CP102536.1	55000	1000	45106
CP102536.1	56000	1000	46403
CP102536.1	57000	1000	50847
CP102536.1	58000	1000	46322
CP102536.1	59000	1000	49113
CP102536.1	60000	1000	38623
CP102536.1	61000	1000	43095
CP102536.1	62000	1000	46238
CP102536.1	63000	1000	44447
CP102536.1	64000	1000	48233
CP102536.1	65000	1000	48553
CP102536.1	66000	1000	51641
CP102536.1	67000	1000	48654
CP102536.1	68000	1000	51978
CP102536.1	69000	1000	56209
CP102536.1	70000	1000	54928
CP102536.1	71000	1000	50114
CP102536.1	72000	1000	50859
CP102536.1	73000	1000	54393
CP102536.1	74000	1000	58978
CP102536.1	75000	1000	58034
CP102536.1	76000	1000	51815
CP102536.1	77000	1000	50913
CP102536.1	78000	1000	49149
CP102536.1	79000	1000	48040
CP102536.1	80000	1000	48582
CP102536.1	81000	1000	48363
CP102536.1	82000	1000	61182
CP102536.1	83000	1000	69067
CP102536.1	84000	1000	68689
CP102536.1	85000	1000	66156
CP102536.1	86000	1000	54888
CP102536.1	87000	1000	57011
CP102536.1	88000	1000	56194
CP102536.1	89000	1000	58149
CP102536.1	90000	1000	56721
CP102536.1	91000	1000	51530
CP102536.1	92000	1000	46493
CP102536.1	93000	1000	54241
CP102536.1	94000	1000	58153
CP102536.1	95000	1000	59729
CP102536.1	96000	1000	65745
CP102536.1	97000	1000	72842
CP102536.1	98000	1000	71787
CP102536.1	99000	1000	68226
CP102536.1	100000	1000	64846
CP102536.1	101000	1000	59586
CP102536.1	102000	1000	54721
CP102536.1	103000	1000	54375
CP102536.1	104000	1000	55989
CP102536.1	105000	1000	57262
CP102536.1	106000	1000	61698
CP102536.1	107000	1000	66558
CP102536.1	108000	1000	67614
CP102536.1	109000	1000	68712
CP102536.1	110000	1000	65503
CP102536.1	111000	1000	67568
CP102536.1	112000	1000	67625
CP102536.1	113000	1000	67612
CP102536.1	114000	1000	67006
CP102536.1	115000	1000	61535
CP102536.1	116000	1000	58595
CP102536.1	117000	1000	57102
CP102536.1	118000	1000	61283
CP102536.1	119000	1000	63983
CP102536.1	120000	1000	69274
CP102536.1	121000	1000	65350
CP102536.1	122000	1000	64039
CP102536.1	123000	1000	55044
CP102536.1	124000	1000	50705
CP102536.1	125000	1000	47543
CP102536.1	126000	1000	51279
CP102536.1	127000	1000	53919
CP102536.1	128000	1000	50997
CP102536.1	129000	1000	92212
CP102536.1	130000	1000	77099
CP102536.1	131000	1000	45756
CP102536.1	132000	1000	40494
CP102536.1	133000	1000	53242
CP102536.1	134000	1000	56226
CP102536.1	135000	1000	53579
CP102536.1	136000	1000	51889
CP102536.1	137000	1000	50328
CP102536.1	138000	1000	54451
CP102536.1	139000	1000	57787
CP102536.1	140000	1000	55898
CP102536.1	141000	1000	57884
